"957","3dec024b-4bb4-11e9-a8b1-fa163e5275a2","91130400105670924W","130400000007584","105670924","存续（在营、开业、在册）","305127.810000万人民币","赵兵文","采矿业","2003-07-18","2003-07-18","2053-07-18","河北省","邯郸市工商行政管理局","其他有限责任公司","冀中能源峰峰集团有限公司","邯郸市峰峰矿区太中路2号","煤炭批发经营；进出口业务（按资格证书核定的范围经营）；以下限分支机构经营：煤炭开采、洗选；选煤工程技术服务及咨询、选煤厂运营管理、焦炭及焦化产品、煤化工产品（不含危险化学品）、建材、机械、电器设备制造、销售；电力、煤气生产、销售；建筑施工；铁路专用线及自备车辆设备运营；物资销售；仓储、物业服务；广告；印刷；住宿；餐饮；中西医医疗；电影放映；房屋、设备及场地租赁；通信、计算机信息、有线电视业务代理；职业技能培训、图书馆、文化娱乐、艺术表演场馆、文艺创作与表演；房屋修缮、房地产中介、供水、电、热、气服务、管道维修、公路运输、机械、机电设备及零配件加工、修理；设备吊装；水处理；木材加工；木器加工、环卫及家政服务、园林绿化、食品、花卉、烟酒、饮料、日用百货、日用化学品（不含危险品）零售；洗浴、学前教育、二类机动车维修（发动机修理）；汽车租赁；汽车装具、汽车美容、汽车清洗；酒店及餐饮管理服务；汽油、柴油（闭杯闪点≤60℃）、煤油零售（限分支机构使用）；危险化学品（有效期2017年9月29日至2020年9月28日，以许可证核定为准）；商务服务；软件和信息技术服务；专业化设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动）*","2019-01-04","0310-5629930","无","http://www.ffjt.com/",,"邯郸市","2053-07-18","煤炭开采和洗选业","烟煤和无烟煤开采洗选","峰峰矿区",,"743.0","新能源",,,,"信息技术","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1082","562e3633-4bb4-11e9-a8b1-fa163e5275a2","91140100MA0GT3EM76","140100061081505","MA0GT3EM7","存续（在营、开业、在册）","3000.000000万","吴建光","电力、热力、燃气及水生产和供应业","2016-01-20","2016-01-20","2036-01-19","山西省","太原市市场监督管理局","股份有限公司(非上市、自然人投资或控股)","山西中盛创业能源股份有限公司","太原市万柏林区长风西街50号晋联国际大厦1018室","新能源的技术开发、技术应用、技术推广及技术咨询；节能环保设备、机电设备及配件、建筑智能化设备、安防设备的安装、维修、调试、技术服务及销售；安防工程；计算机软硬件及耗材的开发及销售；空调设备、制冷制热设备、电子产品、建筑材料、仪器仪表、通讯器材、机电设备、普通机械设备、办公用品、工艺美术品、通讯器材的销售；花卉、苗木的种植；养殖服务；物业管理；礼仪庆典服务；组织会务会展；企业管理咨询；房地产信息咨询、策划；房地产经纪。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2016-01-20","0351-8236377","santongtrq@163.com",,,"太原市","2036-01-19","电力、热力生产和供应业","电力生产","万柏林区",,"704.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1206","6d85c488-4bb4-11e9-a8b1-fa163e5275a2","914403000807542909","440301108027701","080754290","存续（在营、开业、在册）","3000.000000万人民币","董承超","电力、热力、燃气及水生产和供应业","2013-09-26","2013-09-26",,"广东省","龙岗局","有限责任公司（自然人投资或控股的法人独资）","深圳市港湾能源有限公司","深圳市龙岗区龙岗街道沁园A-B-C栋A单元601","天然气汽车加气站(含LNG汽车加气站和CNG汽车加气站)投资；工商业用户液化天然气气化站投资；工业园区天然气气化站及管网投资；天然气液化工厂的投资及其他能源项目的投资;凝析油、烃类、丙烷、天然气切割与燃烧的技术开发、施工总承包、设备生产、销售、租赁及运营；分布式能源（地热能开发利用）与新能源气化站的投资与运营管理、节能技术的开发、技术咨询、技术服务；租赁机械设备；机电设备、金属材料及制品、电子电气产品、仪器仪表、建筑材料、钢材、木制品、橡胶制品、电线电缆、通讯设备、电子产品、计算机、软件及辅助设备、工艺品（象牙及其制品除外）的销售；计算机系统及集成、软件开发、数据处理；会议服务承办展览展示；能源投资；信息咨询服务；物业管理、房屋租赁；货物及技术进出口。^非仓储液化天然气、液化石油气的贸易与批发；石油制品（除危险化学品）、燃料油、润滑油、沥青、松焦油、石油醚、煤焦油、石脑油、液化石油气、石油气、乙醇汽油、甲醇汽油、丙烷、丙烯、乙烯、石油原油、轻烃、混合芳烃、凝析油、矿产品、金属材料、非金属矿石及制品、机械设备的销售、技术检测；化工产品（危险化学品凭许可证经营，除监控化学品、烟花爆竹、民用爆炸物、易制毒化学品）、煤炭的销售；仓储服务；维修机械设备。","2018-08-06","13530610077","728037418@qq.com",,,"深圳市","长期","燃气生产和供应业","燃气生产和供应业","龙岗区",,"644.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1276","7a7435e8-4bb4-11e9-a8b1-fa163e5275a2","91420112096682375K","420112000203981","096682375","存续（在营、开业、在册）","10000.000000万元人民币","佟拴宝","科学研究和技术服务业","2014-04-03","2014-04-03","2044-04-02","湖北省","武汉市东西湖区工商行政管理局","有限责任公司（自然人投资或控股的法人独资）","湖北英利绿色新能源有限公司","武汉市东西湖区吴家山台商投资区高桥产业园台中大道特1号（3）","生物质能及太阳能技术开发、技术咨询；光伏节能技术研发、技术服务；光伏电站的研发及施工、物业管理、企业管理咨询、经济贸易咨询、货物的进出口业务（不含国家禁止或限制的进出口业务）；光伏发电系统、光伏发电设备的销售；技术咨询；技术服务；农产品初加工、谷物、蔬菜、花卉种植、农业技术开发咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2018-03-23","027-87639698","hubei@yingli.com","www.hbyingli.com",,"武汉市","2044-04-02","科技推广和应用服务业","技术推广服务","东西湖区",,"680.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1280","7b3c042c-4bb4-11e9-a8b1-fa163e5275a2","91320506MA1N0NQWXG","320506000623709","MA1N0NQWX","在业","5000万元人民币","沙小方","科学研究和技术服务业","2016-11-22","2016-11-22",,"江苏省","苏州市吴中区市场监督管理局","有限责任公司(自然人独资)","苏州海睿逸新能源科技有限公司","苏州市吴中区长桥街道澄湖路888号2幢603室","新能源技术领域内的技术开发、技术转让、技术咨询、技术服务；新能源项目开发；销售：食用农产品、花卉、苗木、五金、机电产品、办公用品、劳保用品；合同能源管理；电力工程、网络工程、消防工程、机电设备安装工程的设计、施工及维护；销售、安装、维护：新能源设备；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2017-05-23","18962220229","bt68362753@163.com",,,"苏州市","长期","科技推广和应用服务业","技术推广服务","吴中区",,"645.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1283","7bd00913-4bb4-11e9-a8b1-fa163e5275a2","91370100MA3DB3UG42","370127000004985","MA3DB3UG4","在营（开业）企业","10000.000000万","王海涛","科学研究和技术服务业","2017-03-14","2017-03-14",,"山东省","济南高新技术产业开发区管委会市场监管局","有限责任公司(非自然人投资或控股的法人独资)","中海昆仑能源有限公司","山东省济南市高新区创新谷一号孵化器主楼第八层Z-1-162室","新能源、风能、太阳能的技术开发、技术转让、技术咨询、技术服务；热力供应；建筑劳务分包；货物及技术进出口；国际货运代理；建筑工程总承包；分布式能源管理；物业管理；合同能源管理；装饰装修工程；园林绿化工程；安防设备、环保设备的销售、安装；节能设备、电子产品、机电产品、五金产品、建筑材料、装饰材料、苗木、花卉的销售；工程造价咨询；财务信息咨询；审计服务；建筑智能化工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2018-09-05","15562676899","794238316@qq.com",,,"济南市","长期","科技推广和应用服务业","技术推广服务",,,"630.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1289","7ce92560-4bb4-11e9-a8b1-fa163e5275a2","91310115550086857D","310115001199951","550086857","存续（在营、开业、在册）","60000万人民币","赵靖","租赁和商务服务业","2010-02-04","2010-02-04","2030-02-03","上海市","浦东新区市场监管局","有限责任公司（非自然人投资或控股的法人独资）","上海绿地能源集团矿业有限公司","浦东新区南芦公路2558号103室","矿业投资，矿业管理，矿产品（除专控）、燃料油（除成品油）、化工产品及原料（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、建筑材料、金属材料、建筑材料的销售，仓储（除危险品），商务咨询（除经纪）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","2010-02-04","021-35316588","无",,,"上海市","2030-02-03","商务服务业","企业管理服务","浦东新区",,"684.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1307","804100f6-4bb4-11e9-a8b1-fa163e5275a2","91330901MA2A23YR66",,"MA2A23YR6","存续","5000.000000万人民币","张海鸿","批发和零售业","2017-12-07","2017-12-07","2037-12-06","浙江省","舟山市市场监督管理局新城分局","有限责任公司（非自然人投资或控股的法人独资）","浙江自贸区疆建能源有限公司","浙江省舟山市定海区临城街道翁山路555号大宗商品交易中心6001—A213室（自贸试验区内）","汽油、天然气[富含甲烷的]、溶剂油[闭杯闪点≤60℃]、柴油[闭杯闪点≤60℃]、煤油（含3号喷气燃料[闭杯闪点≤60℃]）、石脑油、石油醚、苯、苯乙烯【稳定的】、液化石油气、煤焦沥青、硝化沥青、甲醇、乙醇【无水】、异丁烷、异丁烯、丙烯、乙烷、乙烯、邻二甲苯、间二甲苯、对二甲苯、二甲苯异构体混合物、混合芳烃、石油原油、丙烷、异辛烷、异戊烷、甲基叔丁基醚、丙烯腈、丁烷、1-丁烯、2-丁烯、戊烷、电石、杂醇油、氢氧化钠；易制爆化学品：硫磺的批发无仓储（凭有效的《危险化学品经营许可证》经营）；石油制品、燃料油、沥青（以上均不含危险化工品）、化工原料及产品（除危险化工品、监控化工品、烟花爆竹、民用爆炸物品、易制毒化学品）、润滑油、煤炭（无仓储）、焦炭、兰炭、机电产品、建筑材料、金属材料、金属制品、初级农产品（不含门店经营）、皮棉、有色金属、矿产品、黄金制品、黄金珠宝首饰的批发、零售；货物及技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2018-09-03",,,,,"舟山市","2037-12-06","批发业","矿产品、建材及化工产品批发","定海区",,"671.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1312","8125caa2-4bb4-11e9-a8b1-fa163e5275a2","91130102MA07M3810L","130102000114358","MA07M3810","存续（在营、开业、在册）","2000.000000万人民币","平风","科学研究和技术服务业","2015-12-22","2015-12-22","2045-12-21","河北省","长安区工商行政管理局","有限责任公司（非自然人投资或控股的法人独资）","石家庄祥光新能源科技有限公司","河北省石家庄市长安区跃进路123号装饰材料市场A区51号","新能源技术开发、咨询、转让及服务；光伏产品的销售；太阳能发电、新能源项目开发、建设及投资；未经加工的初级农产品、花卉的种植（仅限分支机构）、销售；农业信息咨询，农业技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2018-06-20","18730225226","tphxiaohui@qq.com",,,"石家庄市","2045-12-21","研究和试验发展","工程和技术研究和试验发展","长安区",,"676.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1367","8b73696e-4bb4-11e9-a8b1-fa163e5275a2","91310000342157876M","310000000145621","342157876","存续（在营、开业、在册）","3370.000000万人民币","潘卓有","科学研究和技术服务业","2015-06-17","2015-06-17","2045-06-16","上海市","上海市工商行政管理局","股份有限公司(非上市、自然人投资或控股)","西菱美电新能源科技（上海）股份有限公司","上海市松江区莘砖公路668号230室","从事新能源科技、环保科技、电气成套设备、信息技术、网络科技、自动化设备专业领域内的产品销售及技术开发、技术咨询、技术转让、技术服务，机电设备的研发及安装，食用农产品、机械设备及配件、节能环保设备、高低压电器、建材、仪器仪表、电线电缆、阀门、五金交电、化工原料及产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、家用电器、电子产品、电子元器件的销售，从事各类货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","2015-06-17","021-33558762","xlmd@xlingtech.com","http://ediangui.xianff.com",,"上海市","2045-06-16","科技推广和应用服务业","其他科技推广和应用服务业","松江区",,"676.0","新能源",,,,"信息技术","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
"1390","8fb782bf-4bb4-11e9-a8b1-fa163e5275a2","91130500105767240D","130500000001661","105767240","存续（在营、开业、在册）","168476.000000万人民币","张振恩","批发和零售业","1990-10-12","1990-10-12","2027-10-15","河北省","邢台市工商行政管理局","有限责任公司（非自然人投资或控股的法人独资）","冀中能源邢台矿业集团有限责任公司","邢台市桥西区中兴西大街１９１号","批发、零售：电子产品、电器机械及器材、文化体育用品及器材、建材、机械设备、五金交电、纺织用品、服装、日用杂品、煤炭、一类医疗器械、家俱、仪器仪表、自营和代理各类商品的进出口业务（法律、行政法规禁止经营和限制经营的商品除外）；食用农产品销售；企业自有房屋销售服务；物业服务；设备租赁；房屋租赁；按资质承揽建筑安装工程、钢结构工程、室内外装饰装修、门窗安装、市政道路工程、土石方工程、幕墙工程、矿山工程施工、工程管理服务；建材测试；印刷；金属制品、机械和设备维修；化工产品（不含危险化学品）的技术开发、技术服务与咨询。以下仅限分支机构经营：仓储服务（不含危险化学品）；饲料及饲料原料、饲料添加剂的销售。单一饲料（饲料用花生粕）生产；煤炭生产与销售、电力生产与销售、蒸汽生产与供应、本企业生产科研所需的原辅材料、自动化控制工程；生产、销售：化工产品及化工原料（不含危险化学品）、塑钢、铝合金门窗制造、销售；PVC塑料门窗型材、板材、管材、配件及中空玻璃的制造、销售；PE、PVC热收缩膜及塑料包装材料制造、销售；供水、电、暖设备安装维修、房屋维修、商务服务业、加工业、住宿和餐饮业，普通货运及危险货物运输；批发、零售食品、饮料、烟。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2018-03-12","0319-2068232","13932970221@163.com","http://www.jznyjt.com",,"邢台市","2027-10-15","零售业","家用电器及电子产品专门零售","桥西区",,"708.0","新能源",,,,"新能源","9/7/2019 15:25:56","9/7/2019 15:25:56","0","0"
